,science,name,birth_place,death_place,birth_date,death_date,age,works,link
56,Экономисты,Имран Гурруевич Акперовазерб. İmran Qurru oğlu Əkbərov,ССР Азербайджанская Ордубад СССР,,1958-04-19,,61.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BF%D0%B5%D1%80%D0%BE%D0%B2,_%D0%98%D0%BC%D1%80%D0%B0%D0%BD_%D0%93%D1%83%D1%80%D1%80%D1%83%D0%B5%D0%B2%D0%B8%D1%87"
57,Экономисты,Анатолий Геннадьевич Аксаков,РСФСР район СССР Кумертауский АССР Ермолаево Башкирская,,1957-11-28,,62.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%81%D0%B0%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
58,Экономисты,Валерий Сергеевич Аксёнов,ССР Рига СССР Латвийская,,1947,,73.0,4,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%81%D1%91%D0%BD%D0%BE%D0%B2,_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
59,Экономисты,Пётр Николаевич Аксёнов,РСФСР район СССР область Павловское Липецкая Лебедянский,,1946-08-25,,73.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%81%D1%91%D0%BD%D0%BE%D0%B2,_%D0%9F%D1%91%D1%82%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
60,Экономисты,Сергей Леонидович Аксёнов,РСФСР СССР Курская область Коровино,,1957-02-20,,62.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%81%D1%91%D0%BD%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
61,Экономисты,Нурлан Шадибекович Алдабергенов,ССР Алма-Ата Казахская СССР,,1962-11-19,,57.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B4%D0%B0%D0%B1%D0%B5%D1%80%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2,_%D0%9D%D1%83%D1%80%D0%BB%D0%B0%D0%BD_%D0%A8%D0%B0%D0%B4%D0%B8%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B8%D1%87"
62,Экономисты,Александров Андрей Юрьевич,РСФСР край СССР Майкоп Краснодарский,,1966-05-21,,53.0,39,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
63,Экономисты,Иван Гаврилович Александров,Москва Российская империя,Москва СССР,1875,1936,61.0,9,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
64,Экономисты,Николай Павлович Александров,Тим губернии г. Курской,"РСФСР, Воронеж, СССР",1905-03-16,1985,80.0,0,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
65,Экономисты,Валентина Александрова,Харьков УССР СССР,Киев Украина,1923,2007-07-17,84.0,11,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B0,_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
